	gene	locus_tag	product	protein_id	EC_number
2941	bkdAa	SMc03201	Probable 2-oxoisovalerate dehydrogenase alpha 	CAC47511.1	1.2.4.4
2942	bkdAb	SMc03202	Probable 2-oxoisovalerate dehydrogenase beta 	CAC47512.1	1.2.4.4
2943	bkdB	SMc03203	Probable lipoamide acyltransferase component of 	CAC47513.1	2.3.1.168
2944	lpdA3	SMc03204	Probable dihydrolipoamide dehydrogenase (E3 	CAC47514.1	1.8.1.4
2945	purU1	SMc03205	Putative formyltetrahydrofolate deformylase	CAC47515.1	3.5.1.10
2946	maiA	SMc03206	Maleylacetoacetate isomerase (glutathione 	CAC47516.1	5.2.1.2
2947	NA	SMc03207	Fumarylacetoacetate hydrolase family protein	CAC47517.1	NA
2948	hmgA	SMc03208	Homogentisate 1,2-dioxygenase	CAC47518.1	1.13.11.5
2949	NA	SMc03209	Putative transcription regulator	CAC47519.1	NA
2950	NA	SMc03210	Transcription regulator, AsnC family	CAC47520.1	NA
2951	NA	SMc03211	Putative 4-hydroxyphenylpyruvate dioxygenase	CAC47521.1	1.13.11.27
2952	NA	SMc03150	Transcription regulator LuxR family	CAC47522.1	NA
2953	NA	SMc03149	Hypothetical protein	CAC47523.1	NA
2954	NA	SMc03148	Hypothetical protein	CAC47524.1	NA
2955	NA	SMc03147	Putative ATP-binding ABC transporter	CAC47525.1	NA
2956	NA	SMc03146	Secretion protein	CAC47526.1	NA
2957	NA	SMc03145	Hypothetical unknown protein	CAC47527.1	NA
2958	NA	SMc03144	Hypothetical protein	CAC47528.1	NA
2959	NA	SMc03143	Hypothetical protein	CAC47529.1	NA
2960	NA	SMc03142	Hypothetical transmembrane protein	CAC47530.2	NA
2961	NA	SMc03141	Diguanylate phosphodiesterase	CAC47531.1	NA
2962	NA	SMc03140	Transcription regulator GntR family	CAC47532.1	NA
2963	NA	SMc03139	Phosphosugar isomerase	CAC47533.1	NA
2964	NA	SMc03138	Sugar kinase	CAC47534.1	NA
2965	NA	SMc03137	Conserved hypothetical protein	CAC47535.1	NA
2966	NA	SMc03136	Hypothetical/unknown protein	CAC47536.1	NA
2967	NA	SMc03135	Putative DL-2-aminoadipic acid ABC transporter, 	CAC47537.1	NA
2968	NA	SMc03134	Conserved hypothetical protein	CAC47538.1	NA
2969	NA	SMc03133	Putative DL-2-aminoadipic acid ABC transporter, 	CAC47539.1	NA
2970	NA	SMc03132	Oxidoreductase	CAC47540.1	1.-.-.-
2971	NA	SMc03131	Putative DL-2-aminoadipic acid ABC transporter, 	CAC47541.1	NA
2972	NA	SMc03130	Conserved hypothetical protein	CAC47542.1	NA
2973	NA	SMc03129	Conserved hypothetical protein	CAC47543.1	NA
2974	NA	SMc03128	Putative amino acid ABC transporter, permease 	CAC47544.1	NA
2975	NA	SMc03127	Putative arginine ABC transporter, permease 	CAC47545.1	NA
2976	NA	SMc03126	Putative arginine ABC transporter, ATP-binding 	CAC47546.1	NA
2977	NA	SMc03125	Putative arginine ABC transporter, ATP-binding 	CAC47547.1	NA
2978	NA	SMc03124	Putative arginine ABC transporter, periplasmic 	CAC47548.1	NA
2979	rRNA-16S	SMc03222	ribosomal RNA-16S	CAC47549.1	NA
2980	NA	SMc03122	Transcription regulator LysR family	CAC47550.1	NA
2981	NA	SMc03121	Putative methionine ABC transporter, periplasmic 	CAC47551.1	NA
2982	NA	SMc03120	Putative methionine ABC transporter, ATP-binding 	CAC47552.1	NA
2983	NA	SMc03119	Putative methionine ABC transporter, ATP-binding 	CAC47553.1	NA
2984	NA	SMc03118	Putative methionine ABC transporter, permease 	CAC47554.1	NA
2985	NA	SMc03117	Putative methionine ABC transporter, permease 	CAC47555.2	NA
2986	NA	SMc04419	Probable GMC-type oxidoreductase	CAC47556.1	1.1.99.-
2987	TRm5C	SMc03083	Partial transposase for insertion sequence 	CAC47557.1	NA
2988	TRm3	SMc03114	Transposase for insertion sequence element 	CAC47558.1	NA
2989	TRm5N	SMc04498	Partial transposase for insertion sequence 	CAC47559.1	NA
2990	metH	SMc03112	Probable 5-methyltetrahydrofolate--homocysteine 	CAC47560.1	2.1.1.13
2991	pmi	SMc03111	Mannose-6-phosphate isomerase	CAC47561.1	5.3.1.8
2992	NA	SMc03110	Conserved hypothetical protein	CAC47562.1	NA
2993	tRNA-ARG_CCT	SMc03076	Probable manno(fructo)kinase	CAC47563.1	2.7.1.-
2994	NA	SMc03108	Calcium-binding protein	CAC47564.1	NA
2995	NA	SMc03107	Conserved hypothetical protein	CAC47565.1	NA
2996	NA	SMc03106	Hypothetical transmembrane protein	CAC47566.1	NA
2997	dxr	SMc03105	Probable 1-deoxy-D-xylulose 5-phosphate 	CAC47567.1	1.1.1.267
2998	hemA	SMc03104	Probable 5-aminolevulinic acid synthase 	CAC47568.1	2.3.1.37
2999	NA	SMc03103	Putative carbon monoxide dehydrogenase medium 	CAC47569.1	1.2.99.2
3000	NA	SMc03102	Putative carbon monoxide dehydrogenase large 	CAC47570.1	1.2.99.2
3001	NA	SMc03101	Putative carbon monoxide dehydrogenase small 	CAC47571.1	1.2.99.2
3002	NA	SMc04547	Hypothetical protein signal peptide	CAC47572.1	NA
3003	cyaF1	SMc03099	Putative adenylate cyclase	CAC47573.1	4.6.1.1
3004	NA	SMc03098	Conserved hypothetical protein	CAC47574.1	NA
3005	NA	SMc03097	Conserved hypothetical protein	CAC47575.1	NA
3006	NA	SMc03096	Hypothetical signal peptide protein	CAC47576.1	NA
3007	NA	SMc03095	Hypothetical unknown protein	CAC47577.1	NA
3008	NA	SMc03094	Putative aminoglycoside 3'-phosphotransferase	CAC47578.1	2.7.1.-
3009	NA	SMc03093	Conserved hypothetical protein	CAC47579.1	NA
3010	NA	SMc03092	Transcription regulator AsnC family	CAC47580.1	NA
3011	argI1	SMc03091	Probable arginase	CAC47581.1	3.5.3.1
3012	cheW3	SMc03084	Putative chemotaxis protein	CAC47582.1	NA
3013	TRm2011-2b	SMc03089	Transposase for insertion sequence element 	CAC47583.1	NA
3014	NA	SMc05010	Hypothetical protein of ISRm2011-2, orfC	CAQ52380.1	NA
3015	TRm2011-2a	SMc03088	Transposase for insertion sequence element 	CAC47584.1	NA
3016	mcpY	SMc03087	Chemoreceptor (methyl-accepting chemotaxis 	CAC47585.1	NA
3017	fdsD	SMc03086	Putative NAD-dependent formate dehydrogenase 	CAC47586.1	1.2.1.2
3018	fdsC	SMc03085	Putative formate dehydrogenase associated 	CAC47587.1	NA
3019	fdsA	SMc04444	Probable NAD-dependent formate dehydrogenase 	CAC47588.1	1.2.1.2
3020	fdsB	SMc02525	Putative NAD-dependent formate dehydrogenase 	CAC47589.1	1.2.1.2
3021	fdsG	SMc02524	Putative NAD-dependent formate dehydrogenase 	CAC47590.1	1.2.1.2
3022	NA	SMc02523	Transcription regulator LysR family	CAC47591.1	NA
3023	NA	SMc02522	Short-chain type dehydrogenase/reductase	CAC47592.1	1.-.-.-
3024	glpR	SMc02521	Glycerol-3-phosphate regulon repressor	CAC47593.1	NA
3025	glpD	SMc02520	Putative glycerol-3-phosphate dehydrogenase	CAC47594.1	1.1.99.5
3026	NA	SMc02519	Putative glycerol-3-phosphate and glycerol ABC 	CAC47595.1	NA
3027	NA	SMc02518	Putative glycerol-3-phosphate and glycerol ABC 	CAC47596.1	NA
3028	NA	SMc02517	Putative glycerol-3-phosphate and glycerol ABC 	CAC47597.1	NA
3029	NA	SMc02516	Putative glycerol-3-phosphate and glycerol ABC 	CAC47598.1	NA
3030	NA	SMc02515	Putative glycerol-3-phosphate and glycerol 	CAC47599.1	NA
3031	NA	SMc02514	Putative glycerol-3-phosphate and glycerol ABC 	CAC47600.1	NA
3032	NA	SMc02513	Putative permease transmembrane protein	CAC47601.1	NA
3033	NA	SMc02512	Putative permease transmembrane protein	CAC47602.1	NA
3034	NA	SMc02511	Hypothetical transmembrane protein	CAC47603.1	NA
3035	fur	SMc02510	Iron/manganese-dependent transcriptional 	CAC47604.1	NA
3036	sitA	SMc02509	Manganese ABC transporter periplasmic substrate 	CAC47605.1	NA
3037	sitB	SMc02508	Manganese ABC transporter ATPase	CAC47606.1	NA
3038	sitC	SMc02507	Manganese ABC transporter permease	CAC47607.1	NA
3039	sitD	SMc02506	Manganese ABC transporter permease	CAC47608.1	NA
3040	NA	SMc02505	Hypothetical transmembrane protein	CAC47609.1	NA
3041	NA	SMc02504	Transcription regulator AsnC family	CAC47610.1	NA
3042	NA	SMc02503	Conserved hypothetical protein	CAC47611.1	NA
3043	atpC	SMc02502	Probable ATP synthase epsilon chain	CAC47612.1	3.6.3.14
3044	atpD	SMc02501	Probable ATP synthase beta chain	CAC47613.1	3.6.3.14
3045	atpG	SMc02500	Probable ATP synthase gamma chain	CAC47614.1	3.6.3.14
3046	atpA	SMc02499	Probable ATP synthase subunit alpha	CAC47615.1	3.6.3.14
3047	atpH	SMc02498	Putative ATP synthase delta chain	CAC47616.2	3.6.3.14
3048	NA	SMc02497	Hypothetical transmembrane protein	CAC47617.1	NA
3049	priA	SMc02496	Probable primosomal protein N' (replication 	CAC47618.2	NA
3050	tal	SMc02495	Putative transaldolase	CAC47619.1	2.2.1.2
3051	NA	SMc02494	Hypothetical protein	CAC47620.1	NA
3052	NA	SMc02493	Hypothetical protein	CAC47621.1	NA
3053	NA	SMc02492	Hypothetical transmembrane protein	CAC47622.1	NA
3054	NA	SMc02491	Hypothetical protein	CAC47623.1	NA
3055	NA	SMc02490	Putative acyltransferase	CAC47624.1	NA
3056	NA	SMc02489	Probable integrase/recombinase	CAC47625.1	NA
3057	NA	SMc02488	Hypothetical transmembrane protein	CAC47626.1	NA
3058	lpdA2	SMc02487	Probable dihydrolipoamide dehydrogenase (E3 	CAC47627.1	1.8.1.4
3059	NA	SMc02486	Putative oxidoreductase	CAC47628.1	1.-.-.-
3060	NA	SMc02485	Hypothetical protein signal peptide	CAC47629.1	NA
3061	NA	SMc02484	Amino acid efflux protein	CAC47630.1	NA
3062	sucB	SMc02483	Probable dihydrolipoamide succinyl transferase 	CAC47631.1	2.3.1.61
3063	sucA	SMc02482	Probable 2-oxoglutarate dehydrogenase E1 	CAC47632.1	1.2.4.2
3064	sucD	SMc02481	Probable succinyl-CoA synthetase alpha chain	CAC47633.1	6.2.1.5
3065	sucC	SMc02480	Probable succinyl-CoA synthetase beta chain	CAC47634.1	6.2.1.5
3066	mdh	SMc02479	Probable malate dehydrogenase	CAC47635.1	1.1.1.37
3067	NA	SMc02478	Conserved hypothetical protein	CAC47636.1	NA
3068	NA	SMc02477	Hypothetical protein	CAC47637.1	NA
3069	NA	SMc02476	Conserved hypothetical protein	CAC47638.1	NA
3070	NA	SMc02475	Putative outer membrane lipoprotein precursor	CAC47639.1	NA
3071	NA	SMc02474	Putative ATP-binding ABC transporter	CAC47640.1	NA
3072	NA	SMc02473	Putative transport system permease ABC 	CAC47641.1	NA
3073	NA	SMc02472	Putative transport system permease ABC 	CAC47642.1	NA
3074	NA	SMc02471	Putative periplasmic binding ABC transporter	CAC47643.1	NA
3075	NA	SMc02470	Transcriptional repressor, ROK family	CAC47644.1	NA
3076	NA	SMc02469	Oxidoreductase	CAC47645.1	1.-.-.-
3077	NA	SMc02468	Hypothetical protein	CAC47646.1	NA
3078	msrA2	SMc02467	Probable peptide methionine sulfoxide reductase 	CAC47647.1	1.8.4.11
3079	sdhB	SMc02466	Probable succinate dehydrogenase iron-sulfur 	CAC47648.1	1.3.99.1
3080	sdhA	SMc02465	Probable succinate dehydrogenase flavoprotein 	CAC47649.1	1.3.99.1
3081	sdhD	SMc02464	Probable succinate dehydrogenase membrane anchor 	CAC47650.1	NA
3082	sdhC	SMc02463	Probable succinate dehydrogenase cytochrome 	CAC47651.1	NA
3083	NA	SMc04484	Hypothetical/unknown protein	CAC47652.1	NA
3084	NA	SMc03226	Hypothetical protein	CAC47653.2	NA
3085	NA	SMc03227	Conserved hypothetical protein	CAC47654.1	NA
3086	NA	SMc03228	Conserved hypothetical protein	CAC47655.1	NA
3087	gpsA	SMc03229	Probable glycerol-3-phosphate dehydrogenase 	CAC47656.1	1.1.1.94
3088	gcp	SMc03230	Probable O-sialoglycoprotein endopeptidase	CAC47657.1	3.4.24.57
3089	hemC	SMc03231	Probable porphobilinogen deaminase	CAC47658.1	2.5.1.61
3090	hemD	SMc03232	Putative uroporphyrinogen-III synthase	CAC47659.1	4.2.1.75
3091	NA	SMc03233	Hypothetical transmembrane protein	CAC47660.1	NA
3092	NA	SMc03234	Hypothetical transmembrane protein	CAC47661.1	NA
3093	NA	SMc03235	Conserved hypothetical protein	CAC47662.1	NA
3094	NA	SMc03236	Glutamine amidotransferase	CAC47663.1	6.3.5.2
3095	NA	SMc03237	MFS-type transport protein	CAC47664.1	NA
3096	NA	SMc03238	Hypothetical transmembrane protein	CAC47665.1	NA
3097	ppa	SMc03239	Probable inorganic pyrophosphatase	CAC47666.1	3.6.1.1
3098	NA	SMc03240	Conserved hypothetical signal peptide protein	CAC47667.1	NA
3099	NA	SMc03241	Conserved hypothetical protein	CAC47668.1	NA
3100	typA	SMc03242	Predicted membrane GTPase	CAC47669.1	NA
3101	NA	SMc03243	Putative alkaline phosphatase transmembrane 	CAC47670.1	3.1.3.1
3102	NA	SMc03244	Hypothetical protein	CAC47671.1	NA
3103	NA	SMc03245	Putative amidase	CAC47672.1	6.3.5.4
3104	NA	SMc03746	Hypothetical/unknown protein	CAC47673.1	NA
3105	NA	SMc03747	Hypothetical protein	CAC47674.1	NA
3106	NA	SMc03748	Conserved hypothetical protein	CAC47675.1	NA
3107	TRm2011-2b	SMc03305	Transposase for insertion sequence element 	CAC47676.1	NA
3108	TRm2011-2a	SMc03313	Transposase for insertion sequence element 	CAC47677.1	NA
3109	NA	SMc03246	Phage-related integrase	CAC47678.1	NA
3110	NA	SMc05011	Putative bacteriophage DNA-binding transcription 	CAQ52381.1	NA
3111	NA	SMc03749	Putative integrase/recombinase	CAC47679.1	NA
3112	NA	SMc03248	Putative transposase	CAC47680.1	NA
3113	NA	SMc03249	Hypothetical protein	CAC47681.1	NA
3114	NA	SMc03751	Hypothetical protein	CAC47682.1	NA
3115	NA	SMc03250	Hypothetical protein	CAC47683.1	NA
3116	NA	SMc03251	Hypothetical protein	CAC47684.1	NA
3117	proB2	SMc03252	Putative glutamate 5-kinase	CAC47685.1	2.7.2.11
3118	NA	SMc03253	Putative L-proline 3-hydroxylase	CAC47686.1	NA
3119	fixT3	SMc03756	Putative antikinase	CAC47687.1	NA
3120	NA	SMc04425	Hypothetical protein	CAC47688.1	NA
3121	TRm18	SMc03257	Putative transposase for insertion sequence 	CAC47689.1	NA
3122	NA	SMc03258	Transcription regulator GntR family	CAC47690.1	NA
3123	NA	SMc04424	Dihydrodipicolinate synthetase	CAC47691.1	4.2.1.52
3124	TRm17	SMc04102	Putative transposase for insertion sequence 	CAC47692.1	NA
3125	NA	SMc03759	Hypothetical/unknown protein	CAC47693.1	NA
3126	NA	SMc03263	Hypothetical/unknown protein	CAC47694.1	NA
3127	NA	SMc03264	Putative dipeptidase	CAC47695.1	NA
3128	NA	SMc03266	D-amino acid dehydrogenase	CAC47696.1	1.4.99.1
3129	NA	SMc03267	Putative dipeptidase	CAC47697.1	3.4.13.19
3130	NA	SMc03268	Peptide transport ATP-binding protein	CAC47698.1	NA
3131	NA	SMc03269	Periplasmic dipeptide transport protein 	CAC47699.1	NA
3132	NA	SMc03754	Peptide ABC transporter permease	CAC47700.1	NA
3133	NA	SMc03272	Dipeptide transport system permease	CAC47701.1	NA
3134	NA	SMc05012	Hypothetical protein	CAQ52382.1	NA
3135	NA	SMc05013	Hypothetical protein	CAQ52383.1	NA
3136	NA	SMc05014	Putative recombinase (fragment)	CAQ52384.1	NA
3137	NA	SMc05015	Putative recombinase (fragment)	CAQ52385.1	NA
3138	NA	SMc05016	Putative transposase (fragment)	CAQ52386.1	NA
3139	NA	SMc04868	MFS-type transport protein	CAC47702.1	NA
3140	TRm28.1	SMc03278	Putative transposase number 1 for insertion 	CAC47703.1	NA
3141	TRm28.2	SMc03279	Putative transposase number 2 for insertion 	CAC47704.1	NA
3142	ISRm28.3	SMc03280	Putative transposase number 3 for insertion 	CAC47705.1	NA
3143	TRm27.2	SMc04867	Putative transposase number 2 for insertion 	CAC47706.1	NA
3144	TRm27.1	SMc04426	Putative transposase number 1 for insertion 	CAC47707.1	NA
3145	TRm18	SMc03283	Putative transposase for insertion sequence 	CAC47708.1	NA
3146	NA	SMc03284	Hypothetical/unknown protein	CAC47709.1	NA
3147	NA	SMc03285	Hypothetical lipopotein protein	CAC47710.1	NA
3148	NA	SMc03286	Serine protease	CAC47711.1	NA
3149	NA	SMc03287	Probable oxidoreductase, tyrosinase	CAC47712.1	1.14.18.1
3150	NA	SMc03288	Hypothetical/unknown protein	CAC47713.1	NA
3151	NA	SMc03289	Hypothetical/unknown protein	CAC47714.1	NA
3152	NA	SMc04106	Hypothetical protein	CAC47715.1	NA
3153	NA	SMc04428	Putative partial transposase	CAC47716.1	NA
3154	NA	SMc03293	Partial transposase	CAC47717.1	NA
3155	NA	SMc03306	Hypothetical protein	CAC47718.1	NA
3156	TRm1a	SMc03295	Transposase for insertion sequence element 	CAC47719.1	NA
3157	TRm1b	SMc03296	Transposase for insertion sequence element 	CAC47720.1	NA
3158	NA	SMc04869	Hypothetical/unknown protein	CAC47721.1	NA
3159	TRm26.3	SMc03298	Putative transposase number 3 for insertion 	CAC47722.1	NA
3160	TRm26.2	SMc03300	Putative transposase number 2 for insertion 	CAC47723.1	NA
3161	TRm26.1	SMc03301	Putative transposase number 1 for insertion 	CAC47724.1	NA
3162	NA	SMc05017	Putative transposase (fragment)	CAQ52387.1	NA
3163	NA	SMc05018	Putative DNA or RNA helicase	CAQ52388.1	NA
3164	NA	SMc03761	Hypothetical protein	CAC47725.1	NA
3165	NA	SMc03762	Hypothetical transmembrane protein	CAC47726.1	NA
3166	NA	SMc03763	Putative cytosine-specific methyltransferase	CAC47727.1	2.1.1.37
3167	vsr	SMc03764	Probable DNA mismatch endonuclease, patch repair 	CAC47728.1	3.1.-.-
3168	NA	SMc03765	Hypothetical protein signal peptide	CAC47729.1	NA
3169	NA	SMc03766	Hypothetical protein	CAC47730.1	NA
3170	aslB	SMc03767	Putative arylsulfatase regulatory protein.	CAC47731.1	NA
3171	NA	SMc03768	Hypothetical transmembrane protein	CAC47732.1	NA
3172	tRNA-SER_CGA	SMc03779	Serine protease	CAC47733.1	3.4.21.-
3173	rplU	SMc03770	Probable 50S ribosomal protein L21	CAC47734.1	NA
3174	rpmA	SMc03772	Probable 50S ribosomal protein L27	CAC47735.1	NA
3175	NA	SMc03773	Putative acetyltransferase	CAC47736.1	NA
3176	NA	SMc03774	Putative acetyltransferase	CAC47737.1	NA
3177	cgtA	SMc03775	Putative GTP-binding protein	CAC47738.1	NA
3178	proB1	SMc03776	Probable glutamate 5-kinase	CAC47739.1	2.7.2.11
3179	proA	SMc03777	Probable gamma-glutamyl phosphate reductase	CAC47740.1	1.2.1.41
3180	nadD	SMc03778	Nicotinate-nucleotide adenylyltransferase	CAC47741.2	2.7.7.18
3181	NA	SMc03780	Hypothetical protein	CAC47742.1	NA
3182	NA	SMc03781	Conserved hypothetical protein	CAC47743.1	NA
3183	NA	SMc03782	Hypothetical signal peptide protein	CAC47744.1	NA
3184	ctpA	SMc03783	Putative carboxy-terminal processing protease 	CAC47745.1	3.4.21.102
3185	NA	SMc03784	Hypothetical transmembrane protein	CAC47746.1	NA
3186	ialA	SMc03785	Putative invasion protein A (adenosine 	CAC47747.1	NA
3187	bfr	SMc03786	Probable bacterioferritin (Bfr) (cytochrome B-1) 	CAC47748.1	NA
3188	NA	SMc03787	Hypothetical protein	CAC47749.1	NA
3189	dnaE2	SMc03788	Putative DNA polymerase III alpha chain	CAC47750.1	2.7.7.7
3190	imuB	SMc03789	Putative DNA polymerase	CAC47751.1	2.7.7.7
3191	NA	SMc03790	Conserved hypothetical protein	CAC47752.2	NA
3192	NA	SMc04581	Conserved hypothetical protein	CAC47753.1	NA
3193	NA	SMc03792	Conserved hypothetical protein	CAC47754.1	NA
3194	citE	SMc03793	Probable citrate lyase beta chain (citrase) 	CAC47755.1	unknown EC_number
3195	NA	SMc03794	Hypothetical/unknown transmembrane protein	CAC47756.1	NA
3196	leuD	SMc03795	Probable 3-isopropylmalate dehydratase small 	CAC47757.1	4.2.1.33
3197	NA	SMc03796	Conserved hypothetical protein	CAC47758.1	NA
3198	metA	SMc03797	Probable homoserine O-succinyltransferase	CAC47759.1	2.3.1.46
3199	galM	SMc03798	Probable aldose 1-epimerase	CAC47760.1	5.1.3.3
3200	tRNA-GLY_GCC	SMc03902	Conserved hypothetical protein	CAC47761.1	NA
3201	NA	SMc03800	Hypothetical protein	CAC47762.1	NA
3202	NA	SMc03801	Putative thioredoxin protein	CAC47763.1	NA
3203	NA	SMc03802	ATP-dependent protease	CAC47764.1	3.4.21.53
3204	NA	SMc04500	Conserved hypothetical protein	CAC47765.1	NA
3205	ubiH	SMc03804	2-octaprenyl-6-methoxyphenol hydroxylase	CAC47766.1	1.14.13.-
3206	tesB	SMc03805	Probable acyl-CoA thioesterase II	CAC47767.1	3.1.2.-
3207	glnK	SMc03806	Probable nitrogen regulatory protein PII 2	CAC47768.1	NA
3208	amtB	SMc05025	Probable ammonium transporter	CAC47769.1	NA
3209	ftsK	SMc03808	Putative cell division transmembrane protein	CAC47770.1	NA
3210	NA	SMc04659	Hypothetical transmembrane protein	CAC47771.1	NA
3211	NA	SMc03810	Putative non-heme chloroperoxidase	CAC47772.1	1.11.1.10
3212	NA	SMc03811	Hypothetical protein	CAC47773.1	NA
3213	NA	SMc03812	Oxidoreductase	CAC47774.2	1.-.-.-
3214	NA	SMc03813	Putative periplasmic binding ABC transporter	CAC47775.1	NA
3215	NA	SMc03814	Sugar transport system permease	CAC47776.1	NA
3216	NA	SMc03815	Putative ATP binding ABC transporter	CAC47777.1	NA
3217	NA	SMc03816	Putative repressor, ROK family	CAC47778.1	NA
3218	NA	SMc03817	Sugar kinase	CAC47779.1	2.7.1.-
3219	xthA3	SMc03818	Putative exodeoxyribonuclease III	CAC47780.1	3.1.11.2
3220	NA	SMc03819	Conserved hypothetical protein	CAC47781.1	NA
3221	NA	SMc03820	Putative transcription regulator	CAC47782.1	NA
3222	NA	SMc03821	Hypothetical protein	CAC47783.1	NA
3223	NA	SMc03822	Conserved hypothetical protein	CAC47784.1	NA
3224	leuC	SMc03823	Probable 3-isopropylmalate dehydratase large 	CAC47785.1	4.2.1.33
3225	NA	SMc05019	Conserved hypothetical protein	CAQ52389.1	NA
3226	NA	SMc03824	Transcription regulator, MarR family	CAC47786.1	NA
3227	NA	SMc03825	Putative transport protein	CAC47787.1	NA
3228	argG	SMc03826	Probable argininosuccinate synthase	CAC47788.1	6.3.4.5
3229	NA	SMc03827	Amino acid efflux protein	CAC47789.1	NA
3230	NA	SMc03828	Putative ATP-binding ABC transporter	CAC47790.1	NA
3231	NA	SMc03829	Putative transport system permease ABC 	CAC47791.2	NA
3232	NA	SMc03830	Conserved hypothetical protein	CAC47792.1	NA
3233	NA	SMc03831	Conserved hypothetical protein	CAC47793.1	NA
3234	NA	SMc03832	Conserved hypothetical signal peptide protein	CAC47794.1	NA
3235	NA	SMc03833	Hypothetical protein	CAC47795.1	NA
3236	pcbD	SMc03834	Putative pterin-4-alpha-carbinolamine 	CAC47796.1	4.2.1.96
3237	ligT	SMc03835	Putative 2'-5' RNA ligase	CAC47797.1	6.5.1.-
3238	NA	SMc03836	Putative arylesterase	CAC47798.2	3.1.1.2
3239	NA	SMc03837	Putative ATP-binding ABC transporter	CAC47799.1	NA
3240	NA	SMc03838	Hypothetical transmembrane protein	CAC47800.1	NA
3241	NA	SMc03839	Hypothetical transmembrane protein	CAC47801.1	NA
3242	NA	SMc03840	Acetyltransferase	CAC47802.1	2.3.1.-
3243	clpP3	SMc03841	Probable ATP-dependent CLP protease proteolytic 	CAC47803.1	3.4.21.92
3244	NA	SMc03842	Conserved hypothetical protein	CAC47804.1	NA
3245	NA	SMc03843	Putative transcription regulator	CAC47805.1	NA
3246	NA	SMc03844	Conserved hypothetical protein	CAC47806.1	NA
